-2.99083080036,-8.49520518257,-2.26365274363
-2.12713091456,-3.96606662539,-2.53776571836
-0.853888618872,-4.4774846957,-1.86187302563
-1.97425985991,-4.90763278276,-2.29961424794
-2.74501719632,-4.08804131243,-2.32060945578
-2.99051823302,-4.27972239276,-3.08897875951
-2.38252964773,-4.72918830669,-2.34092970469
-1.82024749373,-4.14344204712,-2.15927946656
-1.51363894724,-4.23071030615,-1.65189856628
-1.94381995851,-5.52440238122,-1.8737310235
-1.98840773153,-4.8166979407,-2.14595639444
-2.81303865459,-5.47021610774,-2.74613276922
-0.68626251108,-2.16414319244,-2.25860224981
-3.69965471537,-3.98528781744,-3.15823247295
-3.13643387342,-4.26927730144,-2.87518010342
-2.44147419835,-5.10979185683,-2.17054126526
-1.91635056287,-4.285854079,-2.43522307902
-2.46099801171,-4.68848676578,-2.78393520537
-2.30062035596,-4.74253588039,-2.10899419042
-3.17659227174,-4.9269089285,-2.82288537908
-3.32172116471,-5.49805971566,-2.90351752777
-3.21279986786,-5.17157645895,-2.75705255854
-2.94204971686,-5.14115670855,-2.76742592928
-2.90535971001,-4.97508279854,-3.35776622534
-2.89848311519,-6.07727195207,-3.09468359662
-3.02313225628,-5.77852123757,-2.90884138992
-1.73961004283,-4.54876123593,-2.04662230439
-2.56263015906,-4.61668563246,-2.29338402901
-2.21338832432,-5.37932254213,-2.50914989477
-1.39752905926,-4.96373594016,-2.06945317157
