Messung,Soll,Ist,Abweichung in Y,Abweichung in X
1,-0.22,-0.216407630095,0.00359236990492,-0.000569786740828
2,-0.24,-0.23898981659,0.00101018340968,-0.00151437994689
3,-0.26,-0.258342933667,0.0016570663333,-0.00150831757677
4,-0.28,-0.276299934597,0.00370006540254,-0.00133302213837
5,-0.3,-0.297484734068,0.00251526593212,-0.00169565988093
6,-0.32,-0.317250646968,0.0027493530324,-0.000915138113791
7,-0.34,-0.33933703951,0.000662960490189,0.000826605337653
8,-0.36,-0.359023459688,0.000976540311805,0.00211556930236
9,-0.38,-0.376707928097,0.00329207190315,0.00129030784319
10,-0.4,-0.398152845263,0.00184715473726,0.000537695554993
11,-0.22,-0.217552664803,0.00244733519742,-0.00127115617339
12,-0.24,-0.240859422959,-0.000859422958707,-0.00114677510066
13,-0.26,-0.257208681823,0.00279131817724,-0.000747851900817
14,-0.28,-0.278850295982,0.00114970401779,0.000131009757138
15,-0.3,-0.297891784021,0.00210821597938,-0.000400564968085
16,-0.32,-0.317752142528,0.00224785747179,0.000655305998099
17,-0.34,-0.33894410689,0.00105589311011,0.00193676076252
18,-0.36,-0.357626691356,0.00237330864424,0.00142049442694
19,-0.38,-0.37718445291,0.0028155470896,-0.000992853387832
20,-0.4,-0.397551690289,0.0024483097107,0.000696576646431
21,-0.22,-0.218656738889,0.00134326111116,0.000695893042939
22,-0.24,-0.238618584474,0.00138141552604,0.000796391418519
23,-0.26,-0.259260101806,0.000739898193702,-0.000407523066794
24,-0.28,-0.277646814571,0.00235318542902,-0.00243985835091
25,-0.3,-0.29812845743,0.00187154256991,-0.00205792942888
26,-0.32,-0.316992165771,0.00300783422862,0.000168973897707
27,-0.34,-0.337549291412,0.00245070858799,0.00260823045291
28,-0.36,-0.357394436392,0.00260556360757,0.00155094819843
29,-0.38,-0.37723757575,0.0027624242499,0.00158682990257
30,-0.4,-0.397418630938,0.00258136906206,0.00124590973658
31,-0.22,-0.218715807526,0.00128419247443,-0.000395526153775
32,-0.24,-0.238326701415,0.00167329858498,0.000325742549051
33,-0.26,-0.258570255156,0.00142974484447,0.000164673124679
34,-0.28,-0.277728914335,0.00227108566545,-0.00148064160295
35,-0.3,-0.297856911233,0.00214308876731,-0.00177503795048
36,-0.32,-0.318869925112,0.00113007488792,0.00113496340642
37,-0.34,-0.337767026341,0.00223297365939,0.0028338630504
38,-0.36,-0.357674249842,0.00232575015809,0.00121846693624
39,-0.38,-0.376678519115,0.00332148088485,0.00113418572985
40,-0.4,-0.398006700811,0.00199329918911,-0.000451566292836
41,-0.22,-0.218829394368,0.00117060563247,-0.000133489845798
42,-0.24,-0.238622842276,0.00137715772386,-0.000837895787473
