-------------------> Round: 1

-----------------------------------------------------------------------
left
x_pos
y28x59,-0.00459806107812,0.00231654632436,-0.00156484919883
y22x47,-0.00382075849556,0.00125640829641,-0.00100618284522
y25x44,-0.0041988244516,0.00104596481891,-0.00162583285569
y25x41,-0.00438223683307,0.00198663793398,-0.00126654488395
y28x38,-0.00364836174746,0.0029270413967,-0.000823821227015
y19x50,-0.00281354976079,0.00117215885856,-0.000860297994332
y25x59,-0.00413219548279,0.00148391438987,-0.0014280728133
y19x38,-0.00346279200067,0.0022378804255,-0.000788065711755
y19x53,-0.00294683596138,0.00212935070906,-0.000983989836508
y22x44,-0.00298474386403,0.000265105791505,-0.000727306324045
y19x56,-0.00361850002062,0.0019444837019,-0.00116019143383
y22x62,-0.00518641287991,0.00276659781113,-0.00266335818835
y19x59,-0.00311718131527,0.00249124281862,-0.00127334354604
y25x62,-0.00443120966507,0.00340161766697,-0.00193347691677
y22x65,-0.00304011454139,0.00164469393116,-0.00145849573828
y10x41,-0.00217917769179,-0.000523415861407,0.000489883176898
y13x65,-0.00232145602846,0.000883751934491,-0.000312625060584
y10x65,-0.00275488223321,0.00139714993413,-0.000979458574761
y10x44,-0.0027061015859,0.000298791675404,-0.00111168994972
y13x62,-0.00351019592882,0.00308765620365,-0.0022159301666
y16x62,-0.00344180966925,0.00249276866155,-0.00112572678026
y10x47,-0.00368582748262,0.00285431248623,-0.0014739453245
y25x56,-0.00430196141418,0.00110359587846,-0.00151202773062
y25x53,-0.00318914279577,0.00158730101575,-0.000656365831215
y28x41,-0.00404822518138,0.00289886250636,-0.000894758576139
y25x50,-0.00286588117114,0.000742030691483,-0.000641098260914
y22x41,-0.00336885232225,0.00181075689118,-0.000629677361352
y28x47,-0.00352301595216,0.00236957220037,-0.000646693115815
y28x44,-0.00357953560912,0.00244276842544,-0.00048373749393
y13x44,-0.00288489052863,0.00191799932561,-0.00112992389141
y13x47,-0.00430613322294,0.000730693636841,-0.00116601480106
y16x41,-0.00232540211962,0.00323362269011,-0.00095022464548
y13x41,-0.00272749435075,0.00072821248662,-0.000706110357711
y16x47,-0.00292167550399,0.00115048156448,-0.00057705670137
y16x44,-0.00240609519745,0.00188046945903,-0.000622063526106
y28x53,-0.00431621404417,0.00236231833003,-0.00100607359053
y28x62,-0.00444229354353,0.00278889011683,-0.00189263606655
y16x65,-0.00390805378756,0.00173298338423,-0.00246885613264
y16x38,-0.00303775324885,0.00091612431807,-0.000581772330357
y28x65,-0.00460570567727,0.00183496036309,-0.00183215390314
y19x65,-0.00305384832784,0.0029488209511,-0.000775402239261
y22x53,-0.00406207298457,0.00178251486803,-0.00152927159082
y22x50,-0.00273943972113,0.000928181251583,-0.00058026084635
y22x56,-0.00359663929465,0.00167211499669,-0.00160194882152
y19x62,-0.00297541911193,0.00273320536827,-0.000889510396784
y19x47,-0.00459794482204,0.000729777238115,-0.00147790913165
y10x62,-0.00227980393091,0.00145832808815,-0.00044569020515
y19x44,-0.00360755234062,-8.78133748763e-05,-0.000459200745651
y19x41,-0.00333191473287,0.000430614692893,-0.000453178343188
y22x38,-0.00365764247538,0.0023804242439,-0.00110258914437
y10x38,-0.00861848553701,-0.00147484446945,-0.00144258587182
y25x65,-0.00284757319719,0.00184836796429,-0.000825698012437
y13x38,-0.00254576568531,0.0021069101187,-0.000895906274078
y25x38,-0.00405148989536,0.00279724518241,-0.0010687264319
y10x59,-0.00338652687171,0.0027611205415,-0.00178038406312
y25x47,-0.00397188326836,0.00132425073669,-0.000866190063253
y10x56,-0.00324390231431,0.00191434927614,-0.0016634265959
y22x59,-0.00330543779825,0.00134411504222,-0.000921972574034
y10x53,-0.00345629184544,0.00303497729245,-0.00168588894149
y10x50,-0.00366285670422,0.00278018547154,-0.00167117891493
y16x59,-0.00416796857478,0.00230266332379,-0.00161957489526
y28x56,-0.00500309383552,0.00193532254412,-0.00188123813336
y28x50,-0.00467625156598,0.00336175539839,-0.00159360567831
y13x59,-0.00404856046973,0.00176801244116,-0.00171516977114
y13x56,-0.00289027384402,0.00221264486776,-0.00111616828609
y16x50,-0.00293441132505,0.00122315003545,-0.000748940625998
y16x53,-0.00323599812431,0.0027278637191,-0.00110489145017
y13x53,-0.00401645235852,0.00206317296076,-0.00144398022435
y13x50,-0.003041481336,0.00172857402751,-0.00093390064995
y16x56,-0.00296369290013,0.00225377811964,-0.000574113538041
-------------------> Round: 2

-----------------------------------------------------------------------
left
x_pos
y28x59,-0.00397142314293,0.00217409991037,-0.00118105130366
y22x47,-0.00452686211209,0.00148826099335,-0.00152438412333
y25x44,-0.00460452258092,0.000632155497523,-0.00156699693853
y25x41,-0.00418737700464,0.00223239275945,-0.00124748449328
y28x38,-0.00321796836399,0.0028051523895,-0.000560755021421
y19x50,-0.00316314030019,0.00159382946415,-0.000972591672262
y25x59,-0.00374136333844,0.00203899324955,-0.00110034523586
y19x38,-0.00349800772622,0.00174343496643,-0.00102008112308
y19x53,-0.0032538291326,0.0018939746997,-0.00101841723706
y22x44,-0.00392609660041,0.000745388426357,-0.00103202989279
y19x56,-0.00370337246665,0.00163265344301,-0.000938706264433
y22x62,-0.00437684212561,0.00278469473039,-0.00223732917766
y19x59,-0.00337308191588,0.00244639979871,-0.00127058854006
y25x62,-0.0044361486466,0.00318921021505,-0.0021021736722
y22x65,-0.00295206740559,0.00156386864799,-0.00113189288135
y10x41,-0.00184740391092,6.43865379361e-05,9.72897143748e-05
y13x65,-0.00294807810483,0.00134690371656,-0.00116506357206
y10x65,-0.00249020536547,0.00262035265632,-0.0011914037539
y10x44,-0.00258289836208,0.000651553341519,-0.00104032300316
y13x62,-0.0031558421049,0.00302627593335,-0.00171617080326
y16x62,-0.00312197952562,0.00254473632975,-0.000871835234941
y10x47,-0.00351066444691,0.00287616954076,-0.00164446541746
y25x56,-0.00465370418967,0.00128697849382,-0.00186430801349
y25x53,-0.00343030910171,0.00177432792539,-0.00088120914097
y28x41,-0.00404030681342,0.00275510518903,-0.00101975095112
y25x50,-0.00371695784355,0.00163693843741,-0.000976236215701
y22x41,-0.00334418177906,0.00161257206039,-0.000890544698348
y28x47,-0.00326818566048,0.00221911655244,-0.000643931723256
