slow_short,slow_medium,slow_far,fast_short,fast_medium,fast_far
-0.000482700640701,0.000520414739605,0.00228259457068,0.00104117106841,0.0014243197568,0.000620530608632
-0.000530474933119,0.000397907559608,0.000838409530545,0.00152179873762,0.00134185042632,0.000727244993314
-0.000949118379208,0.000752385519265,0.00162833710191,0.00183417774836,0.00171922043704,0.000926827385121
9.4897504026e-06,0.000323311927394,0.00117629451185,0.000689424215552,0.000722671204682,0.00154653215582
0.000177479507949,0.00032459258886,0.00133061558523,0.00250090656109,0.000885994531067,0.000991375283831
-0.000253422885607,0.00062032408786,0.000271848012064,0.000863992120875,0.00080642251706,0.000651940549616
-0.000331895523933,-9.61507189143e-05,0.00058536871167,0.000578005969255,-0.000158922478181,0.00108922792464
-5.06320084622e-05,0.00023406393417,0.000364593757035,0.00200359884547,0.000139075863349,0.000472877049499
-4.88417419855e-05,4.3079889984e-05,0.000912017546132,0.00146690721919,0.00114796851967,0.000652237872372
-0.000106555924365,0.000356261630162,0.00173974277262,0.000490697130752,0.00110051833192,0.000157386517728
-0.00132948072472,-0.00114408089756,-0.00108530224712,-0.000290906459397,-0.000488851299331,-0.00136217704457
-0.00100671801645,-0.00212233527054,-0.00049260971447,-0.0010294090576,-0.00112397438517,6.72618296737e-05
-0.000857873345916,-0.00225804337748,-0.000627037136204,0.000128666857166,-0.00134960053557,-0.000297518551787
-0.000828608612321,3.80190832891e-05,-0.0008033885969,-0.000520348706193,-0.00033043771106,-0.000692928482345
-0.00230957564741,-0.00134357879244,6.33257976744e-05,-8.29160361093e-05,-0.000680547688278,7.45158146663e-05
-0.0018148371771,-0.002179544949,-2.73686827238e-05,-0.000448620995842,-0.00212454907687,-0.000460246181998
-0.000649402927459,-0.00177692499624,-0.000226793240216,-0.00163999984066,1.0210767564e-05,-0.000626714420944
-0.000637719537809,-0.00125887712836,-0.000460222074687,-0.00150901023068,0.000158344255563,0.000653692110798
-0.00129606175921,-0.00132117573015,-0.000768651776904,-0.000538383567405,-0.00220252302202,2.09719456872e-05
-0.0012752521302,-0.00132104469102,0.000735096424609,-0.000808445227387,-0.000923222883926,-0.000576776103055
