Pose,x_diff[mm],y_diff[mm],z_diff[mm],,
y28x59,-2.88283240941,1.37036572082,-1.52321588265,,
y22x47,-1.97648166093,2.14206069117,-0.594387829347,,
y25x44,-3.27614345236,1.65842427103,-1.14892717407,,
y25x41,-2.80148778208,0.903849068554,-0.436621948849,,
y28x38,-1.94837442331,0.103143192801,-0.083110824654,,
y19x50,0.911287934015,1.77909672078,0.445192734225,,
y25x59,-1.56713606947,2.0105925448,-0.575784268706,,
y19x38,-1.80604359501,-0.417360032528,-1.09439278616,,
y19x53,-0.38255279048,3.64909133593,-0.281764962429,,
y22x44,-2.4241771822,1.9637152184,-0.738690141224,,
y19x56,-1.90986215486,2.48293396194,-1.12871990166,,
y22x62,-0.384586427867,3.14008681139,-0.258188882065,,
