Messung,Soll,Ist,Abweichung in Y,Abweichung in X
7,0.26,0.264261241858,0.00426124185822,0.000599221805689
8,0.24,0.245439438118,0.00543943811759,0.000182134128043
9,0.22,0.223747575257,0.00374757525734,-0.00279206321
10,0.2,0.202654865485,0.00265486548482,0.000527638799713
1,0.38,0.386561708106,0.00656170810566,-0.00214590210273
2,0.36,0.365767141222,0.00576714122182,-0.00144639083335
3,0.34,0.344664657157,0.00466465715656,-0.00216787395872
4,0.32,0.325144558827,0.00514455882669,-0.00299327397009
5,0.3,0.305620437878,0.00562043787845,-0.000660693178449
6,0.28,0.28548780489,0.00548780488997,-0.00102522736298
7,0.26,0.264766799605,0.00476679960505,-0.000184909069795
8,0.24,0.244713542429,0.00471354242861,-0.00209859989265
9,0.22,0.223733196996,0.00373319699592,-0.000141276922881
10,0.2,0.20354558801,0.00354558801019,0.00121246241854
1,0.38,0.384680757917,0.0046807579166,-0.00229126309036
2,0.36,0.364616652017,0.0046166520169,-0.00234090679781
3,0.34,0.345108054409,0.00510805440862,-0.0003431357815
4,0.32,0.324013166576,0.00401316657587,-0.00150398761775
5,0.3,0.304855032037,0.00485503203692,-0.00112209696354
6,0.28,0.284878652234,0.00487865223398,-0.000594824576977
7,0.26,0.264755159089,0.00475515908891,0.000139215032359
8,0.24,0.244332504393,0.00433250439346,-0.00012935486068
9,0.22,0.22395230072,0.00395230071963,-0.00124633187284
10,0.2,0.20282993991,0.00282993991029,0.000367424590767
1,0.38,0.385068150296,0.00506815029632,-0.00287417921888
2,0.36,0.364372168521,0.00437216852116,-0.00239495097691
3,0.34,0.344252468445,0.00425246844521,-0.00120858815879
4,0.32,0.325447770036,0.00544777003583,-0.000814117117537
5,0.3,0.303751436548,0.00375143654808,-0.000763688257695
6,0.28,0.28498569052,0.00498569052013,-0.000443107745694
7,0.26,0.265441015242,0.00544101524158,0.000259796308099
8,0.24,0.244849019881,0.00484901988089,-0.00112190350324
9,0.22,0.22362705939,0.00362705938974,-0.00153702260739
10,0.2,0.203427245653,0.00342724565277,0.000130162339717
1,0.38,0.385227043496,0.00522704349621,-0.00289287330254
2,0.36,0.365354023846,0.00535402384587,-0.000676264561449
3,0.34,0.344683373959,0.00468337395928,-0.00194483385413
4,0.32,0.324743264145,0.00474326414491,-0.00132358439883
5,0.3,0.304842588345,0.0048425883446,-0.000669293386319
6,0.28,0.285485677498,0.00548567749837,-0.00093829523127
7,0.26,0.265124954,0.00512495399993,-0.00119226459667
8,0.24,0.245123967542,0.00512396754191,-0.000403434860616
9,0.22,0.224355710821,0.00435571082081,-0.00045466498365
10,0.2,0.202678328661,0.00267832866139,0.00104044977493
