Messung,Soll,Ist,Abweichung in X,Abweichung in Y
10,0.56,0.560281012745,0.000281012745258,0.000195794092454
1,0.74,0.739161859234,-0.000838140766269,0.00104428700266
2,0.72,0.719012795566,-0.00098720443354,0.00303311479577
3,0.7,0.700372597306,0.000372597305884,0.00291707413719
4,0.68,0.679428443944,-0.000571556055975,0.00327254342101
5,0.66,0.66094657329,0.000946573290398,0.0028173379369
6,0.64,0.639674421968,-0.000325578031699,0.00244556311148
7,0.62,0.620084451687,8.44516868361e-05,0.00203028622513
8,0.6,0.5998077776,-0.000192222400447,0.00255774673459
9,0.58,0.580654858917,0.000654858917461,0.00102032402658
10,0.56,0.560445627681,0.000445627681255,0.00245853166959
