Messung,Soll,Ist,Abweichung in X,Abweichung in Y
1,0.58,0.578879871223,-0.0011201287773,0.000510748182504
2,0.6,0.599280632154,-0.000719367846402,0.00106722302735
3,0.62,0.620143529067,0.000143529067194,0.00217387856919
4,0.64,0.640274179025,0.000274179025215,0.000435079537687
5,0.66,0.6616668284,0.00166682839974,0.00090877523259
6,0.68,0.679889761034,-0.000110238966257,0.000897423673725
7,0.7,0.700264228009,0.000264228009372,0.00226594562752
8,0.72,0.720452317207,0.00045231720669,0.00422206071209
9,0.74,0.741023775703,0.00102377570279,0.00332045690369
10,0.76,0.760545833903,0.000545833902873,0.00239113342981
11,0.58,0.57841975013,-0.00158024986975,0.00221638295398
12,0.6,0.598912874338,-0.00108712566217,6.54944062944e-05
13,0.62,0.619656376765,-0.00034362323509,0.000301017752197
14,0.64,0.640501279463,0.000501279462838,-5.00140432513e-05
15,0.66,0.661323066337,0.00132306633744,0.00174623631538
16,0.68,0.680334486344,0.000334486343948,0.00087455655786
17,0.7,0.700841926554,0.000841926553891,0.00315214708895
18,0.72,0.720990484901,0.000990484900784,0.00486404633685
19,0.74,0.740706510475,0.000706510474905,0.00314542819058
20,0.76,0.761030652675,0.00103065267463,0.00264367582603
21,0.58,0.579194194895,-0.000805805105304,0.00241601003716
22,0.6,0.599762391442,-0.000237608557958,0.00176527599613
23,0.62,0.620241600654,0.000241600654035,0.000606590910839
24,0.64,0.640571520149,0.000571520149088,0.000329419309419
25,0.66,0.660616399291,0.000616399291343,0.00106253756631
26,0.68,0.680249961484,0.000249961484441,0.000715524296551
27,0.7,0.700050642009,5.06420085474e-05,0.00321894097689
28,0.72,0.720834839617,0.000834839616626,0.00466840032351
29,0.74,0.741452409446,0.00145240944627,0.0028603455092
30,0.76,0.760489748097,0.000489748096761,0.00292484608164
31,0.58,0.578214993271,-0.00178500672947,0.00210001422525
32,0.6,0.600307084764,0.000307084763788,0.000160194459618
33,0.62,0.620171087493,0.000171087492905,0.0011602200916
34,0.64,0.64043112764,0.000431127640209,0.00042875335188
35,0.66,0.661267729941,0.0012677299406,0.000664015886352
36,0.68,0.68113581761,0.00113581760972,0.00159589730796
37,0.7,0.700308953979,0.000308953979039,0.00284536178754
38,0.72,0.721430731681,0.00143073168091,0.00417326587741
39,0.74,0.740485201922,0.000485201921769,0.00327214622706
40,0.76,0.7613198394,0.00131983940037,0.00317266772176
41,0.58,0.579383645263,-0.000616354736571,0.00104816597156
42,0.6,0.599135464006,-0.000864535993671,0.00166589132007
43,0.62,0.619642847093,-0.000357152907463,0.000549370109841
44,0.64,0.63983090933,-0.000169090670333,0.000473077885435
45,0.66,0.660527091386,0.000527091385757,0.000760713574044
46,0.68,0.680106099616,0.000106099616073,0.00197050969739
47,0.7,0.700751903384,0.000751903384387,0.00432064745852
48,0.72,0.721299457484,0.00129945748433,0.00386619257977
49,0.74,0.74042578517,0.000425785169631,0.00247555378231
50,0.76,0.760053787659,5.37876594598e-05,0.000898316568173
51,0.58,0.57971902294,-0.000280977059944,0.000180183201178
52,0.6,0.599183465555,-0.000816534445252,0.000706977878829
53,0.62,0.620516820813,0.000516820813227,0.000215250887942
54,0.64,0.640149508272,0.000149508271846,0.000639319511143
55,0.66,0.659828358355,-0.000171641645321,0.00147225414148
56,0.68,0.680272534014,0.000272534014352,0.00292734898035
57,0.7,0.7009001448,0.000900144800344,0.00351278647577
58,0.72,0.720873638399,0.000873638398913,0.00307732196287
59,0.74,0.7410372666,0.00103726660027,0.00224654329904
60,0.76,0.759717156448,-0.000282843551543,0.000805868758461
61,0.58,0.57905952803,-0.000940471969678,0.00135679345056
62,0.6,0.599745584415,-0.000254415585341,0.000875836262132
63,0.62,0.620533987689,0.000533987688706,0.00173644737256
64,0.64,0.640063972817,6.3972816948e-05,0.000287664115485
65,0.66,0.660397283466,0.000397283465533,0.00127684855123
66,0.68,0.680012240587,1.22405872313e-05,0.00336190488916
67,0.7,0.701445049092,0.00144504909224,0.00428102197907
68,0.72,0.720423194233,0.000423194232542,0.00401408837463
69,0.74,0.740887452921,0.000887452921275,0.00308833081779
70,0.76,0.760883718551,0.000883718551129,0.000932643192509
71,0.58,0.577951263186,-0.0020487368138,0.000330808499652
72,0.6,0.599128081436,-0.000871918564411,0.000729162991288
73,0.62,0.6201321223,0.000132122300444,0.000194408559234
74,0.64,0.64080677127,0.000806771269769,-0.000437232035266
75,0.66,0.660371271949,0.000371271948688,0.000387948300229
76,0.68,0.680909321924,0.000909321923635,0.00208525519145
77,0.7,0.700277706181,0.000277706180618,0.00404296296635
78,0.72,0.720337190386,0.00033719038568,0.00257356448325
79,0.74,0.741325186779,0.00132518677867,0.00254272501309
80,0.76,0.760016663284,1.66632841335e-05,0.00277170968717
81,0.58,0.57855730735,-0.00144269265003,0.000563264259163
82,0.6,0.599936646636,-6.33533641495e-05,0.000419846178049
83,0.62,0.619977441241,-2.25587586312e-05,0.000507554525595
84,0.64,0.639814888826,-0.000185111174287,0.000153223485952
85,0.66,0.660949364339,0.000949364339432,0.000817027684204
86,0.68,0.679979563299,-2.04367010288e-05,0.00280453931522
87,0.7,0.70211079169,0.00211079169022,0.00520824036439
88,0.72,0.720429132445,0.000429132445297,0.00269221162446
89,0.74,0.741690081866,0.00169008186632,0.00275780589761
90,0.76,0.760007093579,7.09357933837e-06,0.0018895654602
91,0.58,0.578004849996,-0.00199515000372,0.00067244050767
92,0.6,0.599561085067,-0.000438914933455,0.00116006358379
93,0.62,0.621267371366,0.00126737136596,0.000753927505497
94,0.64,0.640681351784,0.000681351783992,0.000743757397402
95,0.66,0.660272690726,0.00027269072552,0.000656240451529
96,0.68,0.681219984729,0.00121998472929,0.00318403126158
97,0.7,0.700912821648,0.000912821647936,0.00415822793187
98,0.72,0.720215554324,0.000215554324316,0.00299465781169
99,0.74,0.740970607069,0.000970607068772,0.00237328964535
100,0.76,0.760416573631,0.000416573631385,0.00212648534769
