Messung,Soll,Ist,Abweichung in X,Abweichung in Y
1,0.58,0.579511036439,-0.000488963561181,-0.000115774029821
2,0.6,0.600493067438,0.000493067438139,0.000140344508375
3,0.62,0.619241916403,-0.000758083597368,-0.000689901347101
4,0.64,0.640734832903,0.000734832903455,-0.000459393758665
5,0.66,0.659751629454,-0.000248370546398,-0.00062959699333
6,0.68,0.680373204918,0.000373204917972,-0.000660359910914
7,0.7,0.699974466059,-2.55339412034e-05,-0.00134970316555
8,0.72,0.720718280084,0.000718280084331,-0.00094105616835
9,0.74,0.740747906852,0.000747906852088,0.000125604623769
10,0.76,0.760022910972,2.291097203e-05,0.000117944714041
1,0.58,0.580671963113,0.000671963113224,-0.00135155914518
2,0.6,0.599779947647,-0.000220052353067,-0.00215428710772
3,0.62,0.619658467395,-0.000341532605272,-0.000806894324053
4,0.64,0.639506744438,-0.000493255562151,-0.00103729653221
5,0.66,0.660012386184,1.23861842921e-05,-0.00091814009827
6,0.68,0.680456030666,0.0004560306664,-0.000829536532593
7,0.7,0.699690494208,-0.000309505791602,-0.00012875698532
8,0.72,0.720244140056,0.000244140056016,-0.000993714490447
9,0.74,0.740403601706,0.000403601706129,-0.000450721528654
10,0.76,0.760475308531,0.000475308530911,-0.000782695742685
1,0.58,0.579802974905,-0.000197025094689,-0.00079353419039
2,0.6,0.600516368157,0.000516368156665,-0.00206794821526
3,0.62,0.620112869247,0.000112869246919,-0.000252149002691
4,0.64,0.639933909221,-6.60907789286e-05,-0.00259720776196
5,0.66,0.659291580462,-0.000708419537782,-0.00109106203753
6,0.68,0.680397812218,0.000397812217692,-0.000953419217007
7,0.7,0.699710763319,-0.000289236680745,-0.000850644483124
8,0.72,0.720636314659,0.000636314658764,-0.000703575537236
9,0.74,0.740303635355,0.000303635355387,-0.0012041631394
10,0.76,0.759564774256,-0.000435225743673,-0.00066375315496
1,0.58,0.579557186484,-0.000442813515697,-0.00234989082255
2,0.6,0.599978491291,-2.15087092525e-05,-0.00273295423336
3,0.62,0.619604506018,-0.00039549398152,-0.00136069700641
4,0.64,0.639679942981,-0.000320057019191,-0.00075105615511
5,0.66,0.660779676809,0.000779676808764,-0.00083817254979
6,0.68,0.680447762385,0.000447762385435,-0.000891406352972
7,0.7,0.699957745042,-4.22549576252e-05,-0.000903639479573
8,0.72,0.720086103354,8.61033543175e-05,-0.000680396499751
9,0.74,0.741937594694,0.00193759469409,-0.000876026284388
10,0.76,0.760343312553,0.000343312553144,-0.00141603762156
1,0.58,0.579576930814,-0.000423069186424,-0.00190538960237
2,0.6,0.600085985706,8.59857059645e-05,-0.00115742465684
3,0.62,0.62035030163,0.000350301630074,-0.00224531932654
4,0.64,0.639917570299,-8.24297009727e-05,-0.000789441079109
5,0.66,0.660343337152,0.000343337151919,-0.000979590340822
6,0.68,0.680565655751,0.000565655750537,-0.000340834180754
7,0.7,0.699646063408,-0.000353936591936,-3.08006891775e-05
8,0.72,0.72051262819,0.000512628190439,-0.00075541653295
9,0.74,0.74072649883,0.000726498829862,0.000224132987306
10,0.76,0.76064262568,0.000642625679633,0.000576432241545
1,0.58,0.580062378903,6.23789025258e-05,-0.00275881326621
2,0.6,0.599152017098,-0.000847982901907,-0.00144219347602
3,0.62,0.619881891081,-0.000118108918598,-0.00149290524619
4,0.64,0.640753283389,0.000753283389373,-0.00113136138483
5,0.66,0.660237673722,0.000237673721849,-0.00104436473217
