slow_short,slow_medium,slow_far,fast_short,fast_medium,fast_far
x
-0.000580303311717,0.00135367604983,0.000160610610017,0.000287699950652,-0.00057423178697,-0.000243236954739
-0.000192926018077,0.00102903229444,-2.11585855001e-05,0.000240835064804,-4.87690807898e-05,0.00127992589965
-0.000390596280848,-4.43815827541e-05,0.000664508816233,0.000651469186944,0.000309903124752,-0.000718051151013
-0.000229031502969,0.000695232091163,0.000847132792625,0.000399402784936,0.000358322962238,0.000558154648155
-0.000171950414813,0.000654324643712,-0.00014428361661,0.000448048992583,4.38741875108e-06,0.0011255650099
0.000754029037901,-0.00011298709868,0.000408103109084,0.000838110259584,0.000963880060518,0.00050098642807
0.00031365492697,0.000214273064867,0.000259314464968,0.000779988586503,-0.000532620916095,0.000196267449707
-0.000131041088597,0.000831137555391,8.57368622003e-05,0.00134263388052,0.000680276682952,6.34295238809e-05
-0.000148574098515,0.000304817022866,0.000549650477178,0.00092795690743,-0.00050296624333,0.000526143071053
0.000625779468287,0.000389898438638,5.95411572838e-05,0.000911613246682,-0.000271833492716,0.000199083287661
-0.00273606811109,0.000117069795729,0.00155001068442,0.000653797095518,-1.35568909067e-05,3.42752424866e-05
-0.000266445561579,0.000704684796584,0.00138187863305,0.00141040984149,0.000551973264781,0.000771399922118
-0.000415102057821,0.00105577099387,0.000736813309395,0.00149334547294,0.000423622228801,0.000218065729163
-0.000742066113793,0.000147573011893,0.00100096383821,0.000254753310011,0.000476399906917,0.000420555683084
-0.00028915446155,0.000241421744393,0.000337742979441,0.000786867097986,0.000200915214262,0.00161123354471
0.0005326347908,-4.17436631643e-05,0.000710992567044,0.000892110908374,0.000196146319834,0.000792952399728
-0.00082777006592,0.00016346905823,0.000514104019468,0.000111012922531,0.000244521711549,-0.000122142147287
-0.000228585492827,0.000668225560047,0.00135525963858,0.000890159672374,0.000794766109539,-0.000168561505327
3.73596514067e-05,0.00100676560786,0.00061032322892,0.00134407632458,0.00110258224501,4.14170250399e-05
-0.00116968538619,0.000926782200673,0.000790292021445,0.000547944234845,0.000706520478048,0.0012028176994
y
-0.00195514818573,-0.00108890796059,0.00052585350549,-0.000113887021753,-0.000642716209807,-0.00149465475789
0.000499379391762,-0.000151974558271,-0.000491512342186,-0.00122299910759,-0.000681454283685,0.000445572156373
-0.000987344554285,-0.00104397718665,0.000212462906396,-0.00123797640848,-3.93712109729e-05,-0.000923571777703
-0.000947372740104,-0.000285811254487,0.000299793945292,-0.000241285560504,0.000965456128168,-0.000827226096309
-0.00182028619562,-0.000139646070369,-0.000733227472733,-0.00104243575812,-0.000900766144099,0.000997220295165
-0.00156196597552,-0.00138995578705,-0.000367373301719,-0.00114231336396,-0.00135206014322,-0.00115822990777
-0.00120545960368,-0.000813237061155,-0.000501151690069,-0.00080290549305,-0.000522492414284,0.000229930750003
-0.00176254308891,-0.000784121144499,-0.0011201252325,-0.00109922216918,-0.00234095909257,-0.000105829331724
-0.000725267375451,-0.00080041205768,-0.00010745067165,-0.0016249368786,0.000235429770784,-0.000229176957798
-0.00117639846397,-0.000655154209397,-0.000379533818087,-0.00220701998887,0.00050028306997,0.00152836551927
-0.00234343793085,-0.00147210288247,-0.0013194786961,-0.000587789305924,-0.000254396855876,-9.39218016305e-06
-0.00164178748387,-0.00156835189751,-0.000726457472043,-0.00166092387304,-0.00113207010038,-0.000280530598741
-0.00109798823631,-0.000724710499613,0.000163107746074,-0.0016656985177,-0.00148609026734,-0.00030886675348
-0.000889722683335,-0.00224659273456,-0.00101355354267,-0.0012650594164,-0.000812099780109,0.00125350803406
-0.00139628551103,-0.00179524917778,0.000412562411671,0.000382500567643,-0.00105315736737,-0.00157772591926
-0.00107818499996,-0.00181950907273,-0.00161265180125,-0.00136696091596,-0.00171398412589,-0.00114399128974
-0.00186738589188,7.21022361613e-05,-0.000468043667949,-0.00133837593673,-0.00038536749346,-0.00153459588631
-0.000148440500647,-0.000926599062508,-0.000504754362037,-0.00147939579254,-0.000485322417644,0.00120597117876
-0.00193126605092,-0.00160382269078,0.000481651001603,-0.00106785007166,-0.000701975805943,-0.000499811935645
-0.00150767232602,-0.00126861598728,-0.00114507545141,-0.000811072633573,0.000378447048878,0.000389842295048
